Date,Open,High,Low,Close,Volume
1986-03-13,0.0631287,0.0707746,0.0631287,0.0707746,1459405846.7991
1986-03-14,0.0707746,0.0707746,0.0707746,0.0707746,435874550.83384
1986-03-17,0.0707746,0.0707746,0.0707746,0.0707746,188362977.82392
1986-03-18,0.0707746,0.0707746,0.0707746,0.0707746,95851669.300993
1986-03-19,0.0707746,0.0707746,0.0707746,0.0707746,67743866.368002
1986-03-20,0.0707746,0.0707746,0.0631287,0.0707746,82653219.369828
1986-03-21,0.0707746,0.0707746,0.0631287,0.0631287,84852961.359841
1986-03-24,0.0631287,0.0631287,0.0631287,0.0631287,92348381.635973
1986-03-25,0.0631287,0.0631287,0.0631287,0.0631287,45379833.851894
1986-03-26,0.0631287,0.0707746,0.0631287,0.0631287,32181391.956382
1986-03-27,0.0631287,0.0707746,0.0631287,0.0707746,23830523.158291
1986-03-31,0.0707746,0.0707746,0.0631287,0.0707746,18208965.986845
1986-04-01,0.0707746,0.0707746,0.0631287,0.0631287,15683335.066939
1986-04-02,0.0631287,0.0707746,0.0631287,0.0707746,38210311.545766
1986-04-03,0.0707746,0.0707746,0.0707746,0.0707746,32588748.34758
1986-04-04,0.0707746,0.0707746,0.0707746,0.0707746,37599274.447828
1986-04-07,0.0707746,0.0707746,0.0631287,0.0631287,23423166.767093
1986-04-08,0.0631287,0.0707746,0.0631287,0.0707746,14501995.606172
1986-04-09,0.0707746,0.0707746,0.0707746,0.0707746,17190566.47097
1986-04-10,0.0707746,0.0707746,0.0707746,0.0707746,19634718.880548
1986-04-11,0.0707746,0.0707746,0.0707746,0.0707746,24360091.790467
1986-04-14,0.0707746,0.0707746,0.0707746,0.0707746,17190566.47097
1986-04-15,0.0707746,0.0707746,0.0707746,0.0707746,13157710.173772
1986-04-16,0.0707746,0.0707746,0.0707746,0.0707746,45135423.432328
1986-04-17,0.0707746,0.0707746,0.0707746,0.0707746,31122259.714312
1986-04-18,0.0707746,0.0707746,0.0707746,0.0707746,30592693.091048
1986-04-21,0.0707746,0.0707746,0.0707746,0.0707746,32425810.411602
1986-04-22,0.0707746,0.0707746,0.0707746,0.0707746,21997402.824366
1986-04-23,0.0707746,0.0707746,0.0707746,0.0707746,22078883.343607
1986-04-24,0.0707746,0.0788387,0.0707746,0.0788387,88193305.062143
1986-04-25,0.0788387,0.0866637,0.0788387,0.0866637,121352360.79483
1986-04-28,0.0866637,0.0866637,0.0788387,0.0866637,40858143.657629
1986-04-29,0.0866637,0.0866637,0.0788387,0.0788387,42894942.68938
1986-04-30,0.0788387,0.0788387,0.0788387,0.0788387,43709663.507428
1986-05-01,0.0788387,0.0788387,0.0788387,0.0788387,76868718.235664
1986-05-02,0.0788387,0.0788387,0.0788387,0.0788387,28637363.529514
1986-05-05,0.0788387,0.0788387,0.0788387,0.0788387,4603165.691223
1986-05-06,0.0788387,0.0788387,0.0788387,0.0788387,13768746.267254
1986-05-07,0.0788387,0.0788387,0.0788387,0.0788387,7291729.5248245
1986-05-08,0.0788387,0.0788387,0.0788387,0.0788387,5010522.0824206
1986-05-09,0.0788387,0.0788387,0.0788387,0.0788387,8595284.2399414
