Date,Open,High,Low,Close,Volume
2020-12-18,84.2235,84.2235,64.6045,74.2947,790276.55273438
2020-12-21,74.3146,76.296,66.8831,68.8546,126654.79492188
2020-12-22,69.3109,74.0968,66.893,72.1145,48662.470703125
2020-12-23,72.3332,72.8382,69.3705,70.3508,24006.845703125
2020-12-28,71.342,72.7289,67.8743,69.9153,72390.693359375
2020-12-29,70.3508,71.7784,69.3805,70.7375,41498.740234375
2020-12-30,71.1938,71.1938,69.5584,69.5684,30146.611328125
2021-01-04,71.332,74.3146,70.3508,73.5222,19322.55859375
2021-01-05,74.5124,80.2597,74.3146,79.2685,54177.59765625
2021-01-07,74.3146,85.8977,73.9676,79.2685,124762.7734375
2021-01-08,80.6564,80.7548,76.2174,76.286,35276.494140625
2021-01-11,76.296,79.0409,76.296,77.1877,15957.958984375
2021-01-12,78.1789,79.536,77.2871,77.7822,13763.173828125
2021-01-13,77.8817,77.9811,76.3556,76.792,10398.57421875
2021-01-14,77.2772,78.4066,77.2474,77.5844,9611.9921875
2021-01-15,78.6343,78.6343,77.0595,77.7822,6080.419921875
2021-01-18,78.674,78.7734,77.1877,77.7822,9237.8125
2021-01-19,77.6838,77.6838,76.4948,77.1291,6337.919921875
2021-01-20,77.2871,77.7822,76.792,77.1877,8032.79296875
2021-01-21,77.3866,77.485,76.0583,76.296,12559.16015625
2021-01-22,75.9003,76.2174,74.5124,75.5533,6448.564453125
2021-01-25,75.5632,76.5833,75.3058,75.603,7037.998046875
2021-01-26,75.5831,76.8507,75.1069,76.0782,3889.658203125
2021-01-27,75.6229,76.4153,73.72,73.9278,19387.939453125
2021-01-28,74.3146,74.3146,71.5398,74.3146,19474.443359375
2021-01-29,74.7112,74.9588,73.4427,73.8195,12497.802734375
2021-02-01,74.3146,74.8097,71.342,71.342,18890.0390625
2021-02-02,72.3332,73.3234,70.8469,70.8469,42323.544921875
2021-02-03,71.9365,72.3332,70.9453,71.342,25042.880859375
2021-02-04,71.9266,77.2871,71.342,77.2871,153780.81054688
2021-02-05,77.5148,80.6564,74.5124,78.2783,61470.078125
2021-02-08,78.7734,82.2411,77.3369,80.0619,92727.158203125
2021-02-09,80.042,80.042,76.5047,76.8119,33628.896484375
2021-02-10,76.8119,78.159,75.5036,75.8108,34611.62109375
2021-02-11,76.0782,76.6827,74.5621,76.6827,40478.798828125
2021-02-12,76.792,78.0596,74.8097,74.8097,25210.859375
2021-02-15,75.8009,77.1977,75.0085,76.792,9495.3125
2021-02-16,76.792,77.5745,76.296,76.4153,22982.880859375
2021-02-17,77.2871,77.2871,74.9389,75.0085,24199.970703125
2021-02-18,75.3058,77.5745,75.0085,76.9899,65282.28515625
2021-02-19,77.5645,77.5745,76.296,76.296,39732.451171875
2021-02-22,77.2673,77.2673,75.7014,76.7722,7839.66796875
2021-02-23,76.6429,76.6727,72.184,74.3046,29912.24609375
2021-02-24,74.2151,77.1877,74.2151,77.1877,11531.171875
2021-02-25,78.9713,81.2509,77.9811,80.0519,82525.732421875
2021-02-26,81.2509,82.0433,78.0894,80.0122,87429.296875
2021-03-01,80.7548,81.5681,77.0595,77.5844,41446.435546875
2021-03-02,78.0596,78.7635,75.3744,77.4949,28415.52734375
2021-03-03,77.2871,77.6043,74.8395,75.5036,24355.87890625
2021-03-04,74.3146,74.8991,72.8482,73.9179,23428.4765625
2021-03-05,75.266,77.0297,74.9091,75.8009,23423.447265625
2021-03-08,76.286,78.5159,76.286,78.3768,15415.80078125
2021-03-09,78.5756,79.1005,77.2871,78.4762,22072.578125
2021-03-10,78.9613,78.9613,76.9004,76.9004,16783.76953125
2021-03-11,77.8419,78.1093,76.4153,77.5844,7628.4375
2021-03-12,78.0596,78.1789,76.455,77.6838,10780.80078125
2021-03-15,77.9413,79.2685,77.2871,79.0508,18332.79296875
2021-03-16,79.1801,80.0619,76.8905,76.8905,36164.66796875
2021-03-17,77.7524,77.7524,75.3058,76.0981,17952.578125
2021-03-18,76.4948,77.0893,75.7014,76.0981,11612.646484375
2021-03-19,75.8009,76.792,75.1069,76.4948,7397.08984375
2021-03-22,77.2871,77.2871,76.296,76.9899,7104.384765625
2021-03-23,77.2673,78.5756,76.4153,78.2783,18464.560546875
2021-03-24,78.2684,78.2684,77.2871,78.1789,10107.880859375
2021-03-25,77.7922,78.159,75.7213,75.9003,15123.095703125
2021-03-26,76.286,81.5482,75.9987,80.2498,78114.033203125
2021-03-29,80.8741,82.2411,78.2883,79.2685,41165.80078125
2021-03-30,80.6564,80.7548,78.3966,79.1701,17497.9296875
2021-03-31,79.2685,79.2685,75.8307,75.8307,92143.759765625
2021-04-01,76.1975,79.2685,74.414,76.8905,53828.564453125
2021-04-06,81.2509,81.9439,77.3866,80.557,136832.08007812
2021-04-07,80.2597,80.2597,75.1566,77.3866,104548.01757812
2021-04-08,77.3866,78.0795,75.3555,76.3457,50206.46484375
2021-04-09,76.3954,77.139,75.3058,75.9003,32290.09765625
2021-04-12,75.3555,76.296,72.6304,73.72,31144.423828125
2021-04-13,73.8195,75.5533,73.5719,74.2151,21983.056640625
2021-04-14,74.2151,74.2151,72.8283,73.4228,19772.177734375
2021-04-15,73.2249,73.2249,69.9551,70.9453,36951.25
2021-04-16,70.0535,70.7475,65.7935,67.1804,57750.41015625
2021-04-19,67.1804,69.6578,67.1804,69.1618,24617.40234375
2021-04-20,69.3606,70.8469,67.3782,68.3694,26152.34375
2021-04-21,68.3694,70.0535,66.5858,67.3782,18003.876953125
2021-04-22,67.9727,69.3606,67.577,67.7252,13317.578125
2021-04-23,68.3694,68.4688,67.2798,67.2798,11769.560546875
2021-04-26,67.3782,69.9551,67.2798,69.6578,28147.96875
2021-04-27,70.2524,71.342,69.7076,71.342,27529.365234375
2021-04-28,71.342,72.1343,68.7661,69.0633,19941.162109375
2021-04-29,69.1618,69.3109,67.3782,69.113,17316.875
2021-04-30,69.113,71.0944,65.7935,70.9453,17577.392578125
2021-05-04,70.8966,70.8966,68.3694,69.0633,56431.728515625
2021-05-05,69.0633,69.0633,66.8831,67.4776,23800.64453125
2021-05-06,67.8743,67.924,64.4056,64.9017,36090.234375
2021-05-07,64.8023,67.7749,62.0276,66.8334,83364.619140625
